2.470761,4.3019013,-1.1198528
-4.6693974,18.415764,-1.554721
-6.2246647,18.867836,-1.6139835
2.0154066,5.462501,-1.0485029
-7.533413,18.017773,-1.4361236
-8.019898,15.167874,-1.20791
-10.824546,17.046928,-1.3325528
-3.3137033,18.31414,-1.6188474
-12.353019,16.96446,-1.3020499
-15.564263,18.212423,-1.4079902
-1.5857297,16.188744,-1.5275377
1.5137371,10.233098,-1.3538316
0.90824306,11.01298,-1.3123307
1.8411185,8.343529,-1.2495914
-0.006621722,12.897683,-1.3490577
-16.160501,16.71671,-1.331775
2.230607,2.6077614,-0.89954937
-9.590647,13.171035,-1.3577007
